ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,query,qclass,label_service
1718641810.956134,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,32.103.39.54.in-addr.arpa,1.0,dns
1718640752.529793,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,134.24.211.18.in-addr.arpa,1.0,dns
1718639617.11895,CZNquYCMXTqIQ1nij,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,prometheus._smb._tcp.local,1.0,https
1718641534.544174,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,181.49.39.54.in-addr.arpa,1.0,dns
1718641960.59773,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,90.103.39.54.in-addr.arpa,1.0,dns
1718641666.079257,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,232.49.39.54.in-addr.arpa,1.0,dns
1718640012.657713,ClYx8E2sFbl7TSmGR3,192.168.1.4,41349.0,192.168.1.1,53.0,udp,web.ubuntu.com,1.0,https
1718640238.914528,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,187.188.125.185.in-addr.arpa,1.0,dns
1718640350.719721,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,199.190.125.185.in-addr.arpa,1.0,dns
1718640385.960991,CKQzTE4hdrOiuZch5c,192.168.1.4,42997.0,192.168.1.1,53.0,udp,demadelief.kali.org,1.0,https
1718639986.604837,CpNXgy3a8rU9RtUrn3,192.168.1.4,39759.0,192.168.1.1,53.0,udp,icdo.ubuntu.com,1.0,https
1718639988.630581,COuRugIHGeRm8WL09,192.168.1.4,38034.0,192.168.1.1,53.0,udp,jfc-napl.ubuntu.com,1.0,https
1718640953.33418,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,212.24.211.18.in-addr.arpa,1.0,dns
1718640399.872172,CPoeSpMwWGDtUB7q3,192.168.1.4,40917.0,192.168.1.1,53.0,udp,raadvanstate.kali.org,1.0,https
1718641886.23703,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,62.103.39.54.in-addr.arpa,1.0,dns
1718640000.499491,CkhGN81Bai8z5tgZl2,192.168.1.4,36710.0,192.168.1.1,53.0,udp,riziv.ubuntu.com,1.0,https
1718640403.721781,CmHWew4UkTJlZHQau1,192.168.1.4,55090.0,192.168.1.1,53.0,udp,testncsa.kali.org,1.0,https
1718642283.052402,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,215.103.39.54.in-addr.arpa,1.0,dns
1718640015.256299,CdcOwM0GTuWrr32Lc,192.168.1.4,41534.0,185.125.190.66,53.0,udp,17.91.189.91.in-addr.arpa,1.0,dns
1718640522.914959,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,45.24.211.18.in-addr.arpa,1.0,dns
1718641399.140997,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,129.49.39.54.in-addr.arpa,1.0,dns
1718640498.391218,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,35.24.211.18.in-addr.arpa,1.0,dns
1718640516.018781,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,42.24.211.18.in-addr.arpa,1.0,dns
1718641170.876979,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,40.49.39.54.in-addr.arpa,1.0,dns
1718641259.429134,C2bdEN3nCr7bog7EP5,192.168.1.4,46596.0,108.162.193.209,53.0,udp,75.49.39.54.in-addr.arpa,1.0,dns
1718640319.854664,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,85.189.125.185.in-addr.arpa,1.0,dns
1718641078.020961,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,4.49.39.54.in-addr.arpa,1.0,dns
1718640379.479869,ChxQK436PmgYKHoww4,192.168.1.4,43350.0,192.168.1.1,53.0,udp,132.kali.org,1.0,https
1718637880.697186,CTpOmN3zgmBG0Dxvz6,fdb3:122f:e2ec:0:2cef:5d16:d317:c73a,5353.0,ff02::fb,5353.0,udp,_ipp._tcp.local,1.0,https
1718640420.57096,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,5.24.211.18.in-addr.arpa,1.0,dns
1718640329.096069,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,196.189.125.185.in-addr.arpa,1.0,dns
1718639972.916249,CdVaVC2s1GB1UEpPNc,192.168.1.4,54238.0,192.168.1.1,53.0,udp,2005.ubuntu.com,1.0,https
1718640596.436772,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,73.24.211.18.in-addr.arpa,1.0,dns
1718642273.176029,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,212.103.39.54.in-addr.arpa,1.0,dns
1718640647.600955,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,93.24.211.18.in-addr.arpa,1.0,dns
1718640477.767196,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,28.24.211.18.in-addr.arpa,1.0,dns
1718639979.654344,COnSEG2A0UXOcbzqP,192.168.1.4,50190.0,192.168.1.1,53.0,udp,cisgr.ubuntu.com,1.0,https
1718641676.381462,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,236.49.39.54.in-addr.arpa,1.0,dns
1718641651.448936,C2bdEN3nCr7bog7EP5,192.168.1.4,46596.0,108.162.193.209,53.0,udp,227.49.39.54.in-addr.arpa,1.0,dns
1718641046.629629,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,248.24.211.18.in-addr.arpa,1.0,dns
1718640320.35442,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,91.189.125.185.in-addr.arpa,1.0,dns
1718642264.980428,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,208.103.39.54.in-addr.arpa,1.0,dns
1718641774.838971,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,18.103.39.54.in-addr.arpa,1.0,dns
1718639988.985141,Co1ovs4WKchIGzW0df,192.168.1.4,35708.0,192.168.1.1,53.0,udp,just.ubuntu.com,1.0,https
1718639998.67658,C7A8JF1YAoMhxaLMV9,192.168.1.4,59012.0,192.168.1.1,53.0,udp,ppp8.ubuntu.com,1.0,https
1718640391.828373,Cl3ICh1NYPc8aO0cZi,192.168.1.4,51761.0,192.168.1.1,53.0,udp,jhnsgda.kali.org,1.0,https
1718642123.102974,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,153.103.39.54.in-addr.arpa,1.0,dns
1718640102.052198,CP7th23fs0zpSOZ7Ha,192.168.1.7,5353.0,224.0.0.251,5353.0,udp,narvi._smb._tcp.local,1.0,https
1718640398.345067,CDlkIe458QXSXMtQg4,192.168.1.4,45942.0,192.168.1.1,53.0,udp,peste-porcine.kali.org,1.0,https
1718641271.035779,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,79.49.39.54.in-addr.arpa,1.0,dns
1718639994.356953,CVm3xv17zEcXSIyFqj,192.168.1.4,55225.0,192.168.1.1,53.0,udp,news.ubuntu.com,1.0,https
1718641121.436061,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,21.49.39.54.in-addr.arpa,1.0,dns
1718641640.304632,CAsYlp3Kb6fcqR2vWh,192.168.1.4,51879.0,192.168.1.1,53.0,udp,connectivity-check.ubuntu.com,1.0,https
1718642146.778795,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,163.103.39.54.in-addr.arpa,1.0,dns
1718640393.393706,CaiR6s3fpPn8HClBv5,192.168.1.4,37342.0,192.168.1.1,53.0,udp,lnc17.kali.org,1.0,https
1718641873.315062,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,57.103.39.54.in-addr.arpa,1.0,dns
1718641108.541634,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,16.49.39.54.in-addr.arpa,1.0,dns
1718642017.335695,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,112.103.39.54.in-addr.arpa,1.0,dns
1718641236.233209,CYu6yA3d8tlMS7M9Hl,192.168.1.4,45615.0,172.64.33.209,53.0,udp,66.49.39.54.in-addr.arpa,1.0,dns
1718640325.268257,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,150.189.125.185.in-addr.arpa,1.0,dns
1718640007.570903,CC3Vm6mPNLAM3jH2l,fdb3:122f:e2ec::38e,45346.0,fdb3:122f:e2ec::1,53.0,udp,7.d.2.b.6.3.e.f.f.f.8.b.f.b.a.0.0.0.0.0.c.e.2.e.f.2.2.1.3.b.d.f.ip6.arpa,1.0,https
1718640399.38211,CuhIpZ9v9GX53RXbj,192.168.1.4,45070.0,192.168.1.1,53.0,udp,princesselisabeth.kali.org,1.0,https
1718648090.16865,CWSSQE1T21h870JFeh,192.168.1.4,56744.0,192.168.1.1,53.0,udp,connectivity-check.ubuntu.com,1.0,https
1718641994.586526,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,104.103.39.54.in-addr.arpa,1.0,dns
1718645805.100376,CfkNU74I91dTEiTHr3,192.168.1.4,40087.0,192.168.1.1,53.0,udp,ash-speed.hetzner.com,1.0,https
1718640574.090582,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,65.24.211.18.in-addr.arpa,1.0,dns
1718641408.153727,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,132.49.39.54.in-addr.arpa,1.0,dns
1718641510.042239,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,172.49.39.54.in-addr.arpa,1.0,dns
1718640395.974649,CILpmwrlrwrjncTE9,192.168.1.4,40628.0,192.168.1.1,53.0,udp,nicolas-aymeric.kali.org,1.0,https
1718639981.318761,CGFBl536ntCDW9oS05,192.168.1.4,54004.0,192.168.1.1,53.0,udp,dioxin.ubuntu.com,1.0,https
1718639973.880311,CKqLPw1NAbYOSVbBZf,192.168.1.4,34743.0,192.168.1.1,53.0,udp,593.ubuntu.com,1.0,https
1718648610.973539,CKVUoJRGPl4eMKEFk,192.168.1.4,51084.0,192.168.1.1,53.0,udp,get.geojs.io,1.0,https
1718641958.015757,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,89.103.39.54.in-addr.arpa,1.0,dns
1718639984.186941,CZg4l94x0mBKsr3Gd,192.168.1.4,44889.0,192.168.1.1,53.0,udp,finances.ubuntu.com,1.0,https
1718640383.68704,CJZSsIpJCyQlPLpCk,192.168.1.4,55978.0,192.168.1.1,53.0,udp,blog.kali.org,1.0,https
1718640213.977964,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,164.188.125.185.in-addr.arpa,1.0,dns
1718639981.686215,CKmwEs1uBiTu0nAzo2,192.168.1.4,44424.0,192.168.1.1,53.0,udp,dnsinterb.ubuntu.com,1.0,https
1718642071.508774,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,133.103.39.54.in-addr.arpa,1.0,dns
1718639983.125624,C1RYZl1lrik2mdrh0b,192.168.1.4,44128.0,192.168.1.1,53.0,udp,esb.ubuntu.com,1.0,https
1718640386.787007,CXK7cxMsQKsh0cIJj,192.168.1.4,48932.0,192.168.1.1,53.0,udp,ebr-acc.kali.org,1.0,https
1718640807.571436,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,155.24.211.18.in-addr.arpa,1.0,dns
1718642257.253651,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,205.103.39.54.in-addr.arpa,1.0,dns
1718640000.430827,CjNFNr1eBFpaRHKWy1,192.168.1.4,36631.0,192.168.1.1,53.0,udp,rfid-test.ubuntu.com,1.0,https
1718640395.645968,Csjv1UpQ1jtKYF9w3,192.168.1.4,48554.0,192.168.1.1,53.0,udp,ncnw.kali.org,1.0,https
1718640387.302745,CSzsgEsJjC2eOHs2l,192.168.1.4,50429.0,192.168.1.1,53.0,udp,employment.kali.org,1.0,https
1718640383.756875,C388x2TOiEJpKVpB5,192.168.1.4,46973.0,192.168.1.1,53.0,udp,border1.kali.org,1.0,https
1718642087.457128,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,140.103.39.54.in-addr.arpa,1.0,dns
1718639987.38894,CywAHj30QFHsmLqvd7,192.168.1.4,43612.0,192.168.1.1,53.0,udp,info-shop.ubuntu.com,1.0,https
1718640927.537637,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,202.24.211.18.in-addr.arpa,1.0,dns
1718640347.96006,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,166.190.125.185.in-addr.arpa,1.0,dns
1718640440.305392,CVbQUe1S0rEZiVOR7g,192.168.1.4,37081.0,192.168.1.1,53.0,udp,connectivity-check.ubuntu.com,1.0,https
1718642151.497303,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,164.103.39.54.in-addr.arpa,1.0,dns
1718639999.233898,CICOju1BeBimXAx4wk,192.168.1.4,54320.0,192.168.1.1,53.0,udp,private-veilligheid.ubuntu.com,1.0,https
1718640401.113727,CjCApv4Mxr8TjzFzaj,192.168.1.4,37238.0,192.168.1.1,53.0,udp,salmonellose.kali.org,1.0,https
1718641852.674661,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,49.103.39.54.in-addr.arpa,1.0,dns
1718639982.448778,ClGpKI2t67PL5fJjhi,192.168.1.4,48489.0,192.168.1.1,53.0,udp,ehealth-it.ubuntu.com,1.0,https
1718641107.252023,C2bdEN3nCr7bog7EP5,192.168.1.4,46596.0,108.162.193.209,53.0,udp,16.49.39.54.in-addr.arpa,1.0,dns
1718641764.986569,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,15.103.39.54.in-addr.arpa,1.0,dns
1718640895.707027,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,189.24.211.18.in-addr.arpa,1.0,dns
1718639989.605922,CnpJpD4t83oLdG7Hsd,192.168.1.4,36332.0,192.168.1.1,53.0,udp,kinderbijslag.ubuntu.com,1.0,https
1718641465.75483,C2bdEN3nCr7bog7EP5,192.168.1.4,46596.0,108.162.193.209,53.0,udp,155.49.39.54.in-addr.arpa,1.0,dns
1718641999.277158,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,105.103.39.54.in-addr.arpa,1.0,dns
1718640346.711084,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,151.190.125.185.in-addr.arpa,1.0,dns
1718640709.946041,CEvKP82vcpC3LQIMlk,192.168.1.4,58231.0,172.64.32.136,53.0,udp,117.24.211.18.in-addr.arpa,1.0,dns
1718642110.205706,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,148.103.39.54.in-addr.arpa,1.0,dns
1718641691.867758,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,242.49.39.54.in-addr.arpa,1.0,dns
1718642120.536756,C8zump1PPjJwmawT6e,192.168.1.4,54338.0,173.245.58.136,53.0,udp,152.103.39.54.in-addr.arpa,1.0,dns
1718640379.866047,CBVa1516jDPXZFfTMf,192.168.1.4,60172.0,192.168.1.1,53.0,udp,30days.kali.org,1.0,https
1718641734.02889,CA5i4TmPYefTeiju,192.168.1.4,58602.0,172.64.33.209,53.0,udp,3.103.39.54.in-addr.arpa,1.0,dns
1718640396.368364,Cx7KlfEhELAqKj4sg,192.168.1.4,37489.0,192.168.1.1,53.0,udp,ns.kali.org,1.0,https
1718640350.469664,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,196.190.125.185.in-addr.arpa,1.0,dns
1718640643.74341,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,92.24.211.18.in-addr.arpa,1.0,dns
1718643012.24713,CX44qy3WXX8klaFXQ9,fdb3:122f:e2ec:0:b3f1:a17c:ccad:cbc6,5353.0,ff02::fb,5353.0,udp,_ftp._tcp.local,1.0,https
1718640223.915924,CWVJx13u7dzO9zNSHf,192.168.1.238,5353.0,224.0.0.251,5353.0,udp,_ipp._tcp.local,1.0,https
1718640340.039161,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,71.190.125.185.in-addr.arpa,1.0,dns
1718640405.507812,CEe7m8260mFQyKH68e,192.168.1.4,49236.0,192.168.1.1,53.0,udp,zoek.kali.org,1.0,https
1718642187.599283,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,178.103.39.54.in-addr.arpa,1.0,dns
1718639992.174667,COzHFx3YbIPQlrtrq5,192.168.1.4,50747.0,192.168.1.1,53.0,udp,meta.ubuntu.com,1.0,https
1718641418.47144,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,136.49.39.54.in-addr.arpa,1.0,dns
1718648308.345705,CfvYFW1EuP65bVgYp1,192.168.1.4,46319.0,192.168.1.1,53.0,udp,v.kubejs.com,1.0,https
1718639974.315547,CnoWIE4UH5gozIgbu3,192.168.1.4,34930.0,192.168.1.1,53.0,udp,729.ubuntu.com,1.0,https
1718640379.442475,Cld9mDX8cyF0uXBPh,192.168.1.4,38381.0,192.168.1.1,53.0,udp,1216.kali.org,1.0,https
1718641559.892689,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,191.49.39.54.in-addr.arpa,1.0,dns
1718640405.119939,CfeINn3kUwjn8YlNm4,192.168.1.4,40759.0,192.168.1.1,53.0,udp,westlant.kali.org,1.0,https
1718640496.254563,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,35.24.211.18.in-addr.arpa,1.0,dns
1718640639.015009,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,90.24.211.18.in-addr.arpa,1.0,dns
1718640616.643146,ChXoHD2fu88KVThkIk,192.168.1.4,46482.0,173.245.58.136,53.0,udp,81.24.211.18.in-addr.arpa,1.0,dns
1718641611.903419,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,211.49.39.54.in-addr.arpa,1.0,dns
1718639974.223039,CO0rnT3KLYNkSmLBZ6,192.168.1.4,51221.0,192.168.1.1,53.0,udp,684.ubuntu.com,1.0,https
1718641302.414778,CsLsof2ArIdi4Rbw4b,192.168.1.4,59464.0,108.162.192.136,53.0,udp,91.49.39.54.in-addr.arpa,1.0,dns
1718642182.428087,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,176.103.39.54.in-addr.arpa,1.0,dns
1718641118.010649,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,20.49.39.54.in-addr.arpa,1.0,dns
1718640382.488206,CduQTEW9KyYetq821,192.168.1.4,42234.0,192.168.1.1,53.0,udp,ap.kali.org,1.0,https
1718640589.568096,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,71.24.211.18.in-addr.arpa,1.0,dns
1718640578.389967,CpCYRE2pZutPgYS9f8,192.168.1.4,33500.0,173.245.59.209,53.0,udp,67.24.211.18.in-addr.arpa,1.0,dns
1718640387.183243,C2GXo7gtF95Yfewyl,192.168.1.4,43035.0,192.168.1.1,53.0,udp,elections.kali.org,1.0,https
1718640385.5058,CoGhx44xGsWDBUq2ub,192.168.1.4,34831.0,192.168.1.1,53.0,udp,conventionue.kali.org,1.0,https
1718640576.240433,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,66.24.211.18.in-addr.arpa,1.0,dns
1718640687.603266,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,109.24.211.18.in-addr.arpa,1.0,dns
1718641792.884148,CVQEvJ1g2DZ770vu04,192.168.1.4,60564.0,172.64.32.136,53.0,udp,25.103.39.54.in-addr.arpa,1.0,dns
1718641855.267091,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,50.103.39.54.in-addr.arpa,1.0,dns
1718641036.309983,C7vLdwPTuWc0bHTib,192.168.1.4,51172.0,108.162.192.136,53.0,udp,244.24.211.18.in-addr.arpa,1.0,dns
1718642020.359006,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,114.103.39.54.in-addr.arpa,1.0,dns
1718641291.670521,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,87.49.39.54.in-addr.arpa,1.0,dns
1718641442.541774,C2bdEN3nCr7bog7EP5,192.168.1.4,46596.0,108.162.193.209,53.0,udp,146.49.39.54.in-addr.arpa,1.0,dns
1718640765.014684,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,139.24.211.18.in-addr.arpa,1.0,dns
1718639975.538414,ChUaX52HNjtyRAJPvj,192.168.1.4,56500.0,192.168.1.1,53.0,udp,adsl.ubuntu.com,1.0,https
1718641756.777393,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,11.103.39.54.in-addr.arpa,1.0,dns
1718640405.413466,ChdgWaYBBK5tG3Fo4,192.168.1.4,40187.0,192.168.1.1,53.0,udp,zdfapensionen.kali.org,1.0,https
1718641406.87676,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,132.49.39.54.in-addr.arpa,1.0,dns
1718640325.351462,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,151.189.125.185.in-addr.arpa,1.0,dns
1718641100.804226,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,13.49.39.54.in-addr.arpa,1.0,dns
1718640816.181413,CvNUlU32rx627I61Ab,192.168.1.4,56423.0,172.64.33.209,53.0,udp,159.24.211.18.in-addr.arpa,1.0,dns
1718647513.368131,CHIMXwvmJTo5o6vh3,192.168.1.4,44587.0,192.168.1.1,53.0,udp,moddinglegacy.com,1.0,https
1718643590.168898,Cvtbua2w78wLHYxqpa,192.168.1.4,52845.0,192.168.1.1,53.0,udp,connectivity-check.ubuntu.com,1.0,https
1718639974.040494,CuQHi54OCSFn2Pzbdh,192.168.1.4,49867.0,192.168.1.1,53.0,udp,624.ubuntu.com,1.0,https
1718640390.268637,CJsas24d8GwIeYpOS,192.168.1.4,49390.0,192.168.1.1,53.0,udp,ichr.kali.org,1.0,https
1718639977.477416,Ct9pRd2J0RimTRRO06,192.168.1.4,52626.0,192.168.1.1,53.0,udp,belgie.ubuntu.com,1.0,https
1718640389.875682,Ca7H743sDEs0BdXP23,192.168.1.4,51749.0,192.168.1.1,53.0,udp,hrf-mobile-main.kali.org,1.0,https
1718639986.350981,CCTlIm3LIU6VTWgU1j,192.168.1.4,38671.0,192.168.1.1,53.0,udp,hvkz-cspm.ubuntu.com,1.0,https
1718639979.491296,CEv51X2EB9sV0rZ151,192.168.1.4,43570.0,192.168.1.1,53.0,udp,cgs5.ubuntu.com,1.0,https
1718640393.704833,CUGlvOtyTRSNflFgg,192.168.1.4,47981.0,192.168.1.1,53.0,udp,mail2.kali.org,1.0,https
1718640122.903962,CZkyLv2YkglKFEBu73,192.168.1.4,58265.0,185.125.190.66,53.0,udp,80.188.125.185.in-addr.arpa,1.0,dns
1718641493.278066,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,165.49.39.54.in-addr.arpa,1.0,dns
1718641296.828132,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,89.49.39.54.in-addr.arpa,1.0,dns
1718640397.202827,C6vuaggiU1oL0cIt5,192.168.1.4,37472.0,192.168.1.1,53.0,udp,ombudsman-pensioenen.kali.org,1.0,https
1718647723.777929,CfH9wq1jFxYA7ICoLb,192.168.1.7,5353.0,224.0.0.251,5353.0,udp,narvi._smb._tcp.local,1.0,https
1718642247.390368,C0jwor2gg8EbtmPZ2d,192.168.1.4,43040.0,108.162.193.209,53.0,udp,202.103.39.54.in-addr.arpa,1.0,dns
1718640352.649148,CVC3Mh22ULAkBzVwxb,192.168.1.4,38017.0,185.125.190.66,53.0,udp,222.190.125.185.in-addr.arpa,1.0,dns
1718639976.787231,ClUzc121mMAJzDynIk,192.168.1.4,56047.0,192.168.1.1,53.0,udp,arthur.ubuntu.com,1.0,https
1718639971.338654,CjUZGr3nofGEaynKh9,192.168.1.4,36725.0,192.168.1.1,53.0,udp,ubuntu.com,1.0,https
1718642035.837154,CZyjhS1OWHY7wxdcj5,192.168.1.4,33831.0,173.245.59.209,53.0,udp,120.103.39.54.in-addr.arpa,1.0,dns
1718639989.721032,Ch1enw3XUzt2Z9inZe,192.168.1.4,34942.0,192.168.1.1,53.0,udp,koen.ubuntu.com,1.0,https
1718639980.483708,CKxFpt1eQw1TRbBzH6,192.168.1.4,38750.0,192.168.1.1,53.0,udp,consetat.ubuntu.com,1.0,https
1718640682.444437,COFxLC2GAct7aiX1xa,192.168.1.4,57158.0,108.162.193.209,53.0,udp,107.24.211.18.in-addr.arpa,1.0,dns
1718640389.927788,CyRoVn3K3rUbYZlmg,192.168.1.4,50999.0,192.168.1.1,53.0,udp,hrfd.kali.org,1.0,https
1718639994.42547,CzoYKB34ODRBKbtVk,192.168.1.4,55418.0,192.168.1.1,53.0,udp,nhqc3s.ubuntu.com,1.0,https
1718639974.729833,CBxFkB2QNVvXGhDXoc,192.168.1.4,37943.0,192.168.1.1,53.0,udp,969.ubuntu.com,1.0,https
1718641451.569928,C2I0G02nyqaFtfxZ51,192.168.1.4,47988.0,173.245.58.136,53.0,udp,149.49.39.54.in-addr.arpa,1.0,dns
1718641535.833834,CeyKP532PmVtDblY0k,192.168.1.4,52679.0,173.245.59.209,53.0,udp,182.49.39.54.in-addr.arpa,1.0,dns
1718640316.356953,COSC97516Iw5tMJK5,192.168.1.4,50398.0,185.125.190.66,53.0,udp,43.189.125.185.in-addr.arpa,1.0,dns
1718640385.526469,C6wg9v44WR0SqMQiia,192.168.1.4,60707.0,192.168.1.1,53.0,udp,cooperation.kali.org,1.0,https
1718641885.76952,Cudra12OEIm1le01p2,192.168.1.4,56904.0,108.162.192.136,53.0,udp,61.103.39.54.in-addr.arpa,1.0,dns
1718641085.771382,CrxXUyZMzCu17wrYl,192.168.1.4,42362.0,172.64.32.136,53.0,udp,7.49.39.54.in-addr.arpa,1.0,dns
