ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,duration,local_orig,client_initial_dcid,server_scid,history,proto,orig_bytes,resp_bytes,conn_state,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1722974171.962288,C3lGiD4HAZA1o7eOqb,192.168.1.4,41177,192.168.1.1,53,0.0031750202000000003,True,48ca837a3263c6ce,e8ca837a3263c6ce,Dd,udp,32,147,SF,True,0,1,60,1,175,DNS
1722974174.709071,CMCyIQ1I4jKEKNK0vd,192.168.1.4,50212,192.168.1.1,53,0.0031750202000000003,True,48ca837a3263c6ce,e8ca837a3263c6ce,Dd,udp,32,147,SF,True,0,1,60,1,175,DNS
1722974104.746159,Ct2wxy1bv6AVdD2hX2,192.168.1.4,44261,34.120.4.21,443,0.0031750202000000003,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,IIiishhHH,udp,32,147,SF,True,0,1,60,1,175,HTTPS
1722974168.678323,CNvgKX1prdYYi2ullj,192.168.1.4,33778,13.107.42.14,443,0.0,False,70ee92470a7c3a9d,f0ee92470a7c3a9d,IIiishhHH,udp,32,147,SF,True,0,1,60,1,175,HTTPS
1722974175.337247,CuYQQM3KgNC27MOSu3,192.168.1.4,37693,192.168.1.1,53,0.0018150806000000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,89,SF,True,0,1,73,1,117,DNS
1722974202.402471,COPAIO1N8iKiGtSNw7,192.168.1.4,56491,192.168.1.1,53,0.0018150806000000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,89,SF,True,0,1,73,1,117,DNS
1722974168.340227,CpOUDfJvg6wHKpurc,192.168.1.4,36478,104.17.245.203,443,0.0018150806000000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,89,SF,True,0,1,73,1,117,HTTPS
1722974167.984987,CKo8X9vyRYVti4HAg,192.168.1.4,38200,142.251.179.94,443,11.1821320057,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,1833,6349,SF,False,0,10,2361,8,6773,HTTPS
1722974167.851478,CSULFA1ZiP9lGc8ru4,192.168.1.4,39692,192.168.1.1,53,11.1821320057,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,udp,1833,6349,SF,False,0,10,2361,8,6773,DNS
1722974168.601014,CzvG6u4lbu1UW2oh5f,192.168.1.4,47702,142.251.16.156,443,10.5673069954,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2607,7065,SF,False,0,17,3499,18,8009,HTTPS
1722974175.904601,CGIS813fiTwI2wlHnd,192.168.1.4,40260,104.17.208.240,443,3.2653849125,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2858,8279,SF,False,0,17,3750,17,9171,HTTPS
1722974202.104751,CSlbAj4ZtyniV5faec,192.168.1.4,58172,192.168.1.1,53,0.005012989000000001,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,29,86,SF,True,0,1,57,1,114,DNS
1722974175.398561,C6XP8A3HYePFCsb1Rh,192.168.1.4,58852,146.75.36.84,443,0.005012989000000001,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,29,86,SF,True,0,1,57,1,114,HTTPS
1722974167.945557,CDjNaj4wRCUfOBwHca,192.168.1.4,42146,192.168.1.1,53,0.005012989000000001,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,29,86,SF,True,0,1,57,1,114,DNS
1722973901.121281,Cosrtg2wkifw7ydXK7,192.168.1.4,54632,208.80.154.240,443,0.0759952068,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADdFfRr,tcp,959,4133,SF,False,0,14,1659,11,4689,HTTPS
1722974176.081962,CrIkp017xhUYBUdrWk,192.168.1.4,36708,148.113.163.172,443,3.0939199924,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2593,3799,SF,False,0,11,3173,8,4223,HTTPS
1722974167.886067,CYG40015uIBBGueMmh,192.168.1.4,58204,204.79.197.239,443,0.0,False,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2593,3799,SF,False,0,11,3173,8,4223,HTTPS
1722974168.044955,CAVwLE3OIgGlF4TTd2,192.168.1.4,57223,192.168.1.1,53,0.0036790371,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,38,102,SF,True,0,1,66,1,130,DNS
1722974167.856425,CYG40015uIBBGueMmh,192.168.1.4,58204,204.79.197.239,443,11.3114089966,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,3343,8060,SF,False,0,19,4123,22,8952,HTTPS
1722974174.698402,ClqsWL3Awn99RuTphf,192.168.1.4,44802,18.238.4.43,443,0.0130331516,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShR,tcp,0,0,RSTO,False,0,2,100,1,60,HTTPS
1722974168.002418,CKo8X9vyRYVti4HAg,192.168.1.4,38200,142.251.179.94,443,0.0130331516,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShR,tcp,0,0,RSTO,False,0,2,100,1,60,HTTPS
1722974202.104751,CSlbAj4ZtyniV5faec,192.168.1.4,58172,192.168.1.1,53,0.0130331516,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShR,udp,0,0,RSTO,False,0,2,100,1,60,DNS
1722974175.331657,CU3wW71MyZ8QWx5ou5,192.168.1.4,34362,74.119.117.17,443,3.8384280205,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFfR,tcp,2601,4742,SF,False,0,16,3417,12,5374,HTTPS
1722974168.759812,CGwoEqcaZMJVPgQig,192.168.1.4,37487,192.168.1.1,53,0.001967907,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,25,89,SF,True,0,1,53,1,117,DNS
1722974168.422898,CWepNS2thxnhlAUeP9,192.168.1.4,38928,172.253.122.97,443,0.001967907,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,25,89,SF,True,0,1,53,1,117,HTTPS
1722974203.441705,CHNhqQ2tpmBxicKbZ7,192.168.1.4,32930,31.13.71.7,443,0.0504341125,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,1857,2488,SF,False,0,8,2281,6,2808,HTTPS
1722974175.352111,CubT5M2ljEXIo5rU31,192.168.1.4,48331,192.168.1.1,53,0.015753984500000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,40,482,SF,True,0,1,68,1,510,DNS
1722974107.902971,ChOFzH1Bxk8mdoZzob,192.168.1.4,34278,104.18.36.155,443,0.015753984500000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,40,482,SF,True,0,1,68,1,510,HTTPS
1722974168.405708,CTY8s14046Jswq464l,192.168.1.4,37835,192.168.1.1,53,0.0024309158,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,42,99,SF,True,0,1,70,1,127,DNS
1722974202.333903,ChaVx24nNIZIQeVkHb,192.168.1.4,37881,192.168.1.1,53,0.023211956000000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,40,100,SF,True,0,1,68,1,128,DNS
1722974168.31155,C2d7D82V1VZScctQck,192.168.1.4,50608,192.168.1.1,53,0.023211956000000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,40,100,SF,True,0,1,68,1,128,DNS
1722974168.250682,CZEano1lIC8fUj2N4f,192.168.1.4,54040,34.120.202.204,443,10.916426897000001,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,1890,5181,SF,False,0,12,2522,10,5709,HTTPS
1722974202.343901,CLELcQfI55xw1pGk,192.168.1.4,40056,192.168.1.1,53,0.0012071133,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,52,109,SF,True,0,1,80,1,137,DNS
1722974175.885749,CMioxr3t2SAaH3HK8,192.168.1.4,43480,192.168.1.1,53,0.0012071133,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,52,109,SF,True,0,1,80,1,137,DNS
1722974168.641383,C4mUvB3TMdFFQEPH78,192.168.1.4,41660,3.166.192.31,443,0.0012071133,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,52,109,SF,True,0,1,80,1,137,HTTPS
1722974167.979623,Citgvo4f5RIFm434r8,192.168.1.4,54459,192.168.1.1,53,0.0037658215,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,425,SF,True,0,1,62,1,453,DNS
1722974174.900053,CCDQL3sGJyrV0KCxi,192.168.1.4,55268,3.218.83.84,443,0.0037658215,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,425,SF,True,0,1,62,1,453,HTTPS
1722974175.899503,CoyhJk2DPb2GMUpGja,192.168.1.4,46437,192.168.1.1,53,0.0062520504000000005,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,64,130,SF,True,0,1,92,1,158,DNS
1722974168.318204,CbOgz22V4nPhfJ6yWg,192.168.1.4,50346,192.168.1.1,53,0.0023930073,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,46,133,SF,True,0,1,74,1,161,DNS
1722974169.051291,Cvnvaq54JZpHa8cE5,192.168.1.4,54369,192.168.1.1,53,0.0023930073,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,46,133,SF,True,0,1,74,1,161,DNS
1722974167.868494,CBXnoI1JIS7TN7Mbaf,192.168.1.4,56001,192.168.1.1,53,0.0012209415,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,77,147,SF,True,0,1,105,1,175,DNS
1722974201.96431,CApkDf1hp9u3KJP9a,192.168.1.4,34665,192.168.1.1,53,0.0012209415,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,77,147,SF,True,0,1,105,1,175,DNS
1722974168.028463,CZ49GX32zj9Key9HK9,192.168.1.4,36910,192.168.1.1,53,0.002543211,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,37,468,SF,True,0,1,65,1,496,DNS
1722974168.300613,CE7hPl3lD3i4iG803b,192.168.1.4,50749,192.168.1.1,53,0.052482128100000004,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,35,497,SF,True,0,1,63,1,525,DNS
1722974198.476264,CrZsWZKEh0diRD06j,192.168.1.4,58384,192.185.154.195,443,8.9982619286,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadtFRfR,tcp,7518,585926,SF,False,0,191,17518,264,599662,HTTPS
1722974168.605858,CCDLU11BcQ1lECJV36,192.168.1.4,57798,192.168.1.1,53,8.9982619286,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadtFRfR,udp,7518,585926,SF,False,0,191,17518,264,599662,DNS
1722974168.69301,Cq3amB3RT809If4tj7,192.168.1.4,58036,3.163.245.4,443,10.4751999378,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2462,6544,SF,False,0,15,3250,13,7228,HTTPS
1722974168.341706,CNeHR83IVJsNbibxRb,192.168.1.4,59658,31.13.71.7,443,10.4751999378,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2462,6544,SF,False,0,15,3250,13,7228,HTTPS
1722974169.056904,C1mAFx2pymSnjijFe6,192.168.1.4,33624,35.190.43.134,443,10.1131088734,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2549,5431,SF,False,0,17,3441,17,6323,HTTPS
1722974174.709071,CMCyIQ1I4jKEKNK0vd,192.168.1.4,50212,192.168.1.1,53,0.0441250801,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,152,SF,True,0,1,73,1,180,DNS
1722974168.636947,ClbqSm41SmKncYdUXf,192.168.1.4,42885,192.168.1.1,53,0.0441250801,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,152,SF,True,0,1,73,1,180,DNS
1722974168.419044,CJi5ncL0Ocy6gXBM7,192.168.1.4,41772,23.51.90.243,443,0.0441250801,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,152,SF,True,0,1,73,1,180,HTTPS
1722974168.68197,CuOu6R29dxsWMwiLFb,192.168.1.4,44906,142.251.167.149,443,0.044137001,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFfR,tcp,1908,6598,SF,False,0,11,2464,9,7074,HTTPS
1722974168.954318,CDs0rw3seE4LgYZSD6,192.168.1.4,37975,192.168.1.1,53,0.0019090176,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,30,511,SF,True,0,1,58,1,539,DNS
1722974168.595277,CTJCVm2I36kknpBHDa,192.168.1.4,57888,192.168.1.1,53,0.0019090176,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,30,511,SF,True,0,1,58,1,539,DNS
1722974175.828172,CCqrUD2CSsSjzkH1q5,192.168.1.4,42822,99.83.205.94,443,3.3430609703,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadtFf,tcp,4447,5999,SF,False,0,18,5403,15,7848,HTTPS
1722974176.212912,CHrDPO1FycGaRnCV3f,192.168.1.4,36098,104.17.209.240,443,2.9553070068,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2636,5634,SF,False,0,14,3372,12,6266,HTTPS
1722974175.777868,CHAVvQ2fyqUAylTu6e,192.168.1.4,46078,192.168.1.1,53,2.9553070068,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,udp,2636,5634,SF,False,0,14,3372,12,6266,DNS
1722974168.305877,CXU3MJ3oNPXUnhOYqf,192.168.1.4,50018,192.168.1.1,53,0.0032680035,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,105,SF,True,0,1,72,1,133,DNS
1722974168.677519,CO9ntS19bWwwiYAes7,192.168.1.4,33790,13.107.42.14,443,0.0,False,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,105,SF,True,0,1,72,1,133,HTTPS
1722974201.968879,C8n8or3TWcHW8gj0ci,192.168.1.4,41580,192.168.1.1,53,0.019650936100000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,67,137,SF,True,0,1,95,1,165,DNS
1722974169.143128,CuzLgo1MrsoDQVDYt,192.168.1.4,33642,35.190.43.134,443,0.019650936100000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,67,137,SF,True,0,1,95,1,165,HTTPS
1722974174.753689,C6gQwhkwqcSS0oF3,192.168.1.4,50838,192.168.1.1,53,0.019650936100000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,67,137,SF,True,0,1,95,1,165,DNS
1722974167.976334,CG4Etn2p0Ya6Lvvzxb,192.168.1.4,57155,192.168.1.1,53,0.0028338432,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,277,SF,True,0,1,72,1,305,DNS
1722974178.313398,COtc1YyXmqAUXlgJb,192.168.1.4,43674,3.211.10.11,443,0.0028338432,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,277,SF,True,0,1,72,1,305,HTTPS
1722974176.09192,ClZuq42maox0qgvRwi,192.168.1.4,52212,192.168.1.1,53,0.0072710514,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,202,SF,True,0,1,73,1,230,DNS
1722974174.72616,ChNcsL10jJjYdmihXl,192.168.1.4,53051,192.168.1.1,53,0.0072710514,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,202,SF,True,0,1,73,1,230,DNS
1722974168.64445,CTpLxw4LExIQGzMA33,192.168.1.4,49763,192.168.1.1,53,0.0072710514,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,202,SF,True,0,1,73,1,230,DNS
1722974175.884737,ChMcv44PRxh5YF3kLh,192.168.1.4,48825,192.168.1.1,53,0.0289549828,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,40,159,SF,True,0,1,68,1,187,DNS
1722974160.863718,Cx771K3pvBW0KUtfu1,192.168.1.4,52293,192.168.1.1,53,0.0024790764,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,125,SF,True,0,1,72,1,153,DNS
1722974175.843018,CCqrUD2CSsSjzkH1q5,192.168.1.4,42822,99.83.205.94,443,0.0024790764,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,125,SF,True,0,1,72,1,153,HTTPS
1722974202.479729,C2ILfA4Lr6GM30ifZc,192.168.1.4,38472,192.168.1.1,53,0.0028791428,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,42,102,SF,True,0,1,70,1,130,DNS
1722973901.121359,Cv79YF2crIpHfWA0F7,192.168.1.4,54646,208.80.154.240,443,0.0791919231,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADdFfRr,tcp,959,4134,SF,False,0,14,1659,11,4690,HTTPS
1722974203.434846,CwRq92WPjtzTzEVVd,192.168.1.4,33320,192.168.1.1,53,0.0025291443,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,37,117,SF,True,0,1,65,1,145,DNS
1722974168.397374,CskXe72hMDAIRLgqF8,192.168.1.4,33678,3.166.192.14,443,10.7697601318,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFf,tcp,2531,6652,SF,False,0,15,3319,13,7336,HTTPS
1722974106.191577,C0WQe1yozbAkOBq0d,192.168.1.4,47615,142.251.16.148,443,1.4588999748,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,12040,634749,SF,False,0,139,15932,540,649869,HTTPS
1722974174.737341,CPCupM3RYikrECI0Ke,192.168.1.4,46296,192.168.1.1,53,0.0056331158000000004,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,47,113,SF,True,0,1,75,1,141,DNS
1722974175.345418,CU3wW71MyZ8QWx5ou5,192.168.1.4,34362,74.119.117.17,443,0.0056331158000000004,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,47,113,SF,True,0,1,75,1,141,HTTPS
1722974202.338469,C33UzydSFygXPmr0l,192.168.1.4,51837,192.168.1.1,53,0.0049688816,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,31,347,SF,True,0,1,59,1,375,DNS
1722974202.131126,CIs03renrVzUiUVt2,192.168.1.4,58107,192.168.1.1,53,0.0013971329,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,33,90,SF,True,0,1,61,1,118,DNS
1722974168.644384,CewWad3TfqqBboi1Nc,192.168.1.4,48562,192.168.1.1,53,0.0020711422000000003,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,37,208,SF,True,0,1,65,1,236,DNS
1722974175.531385,Cxf609MnQ6rK9vqk7,192.168.1.4,45239,192.168.1.1,53,0.0020711422000000003,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,37,208,SF,True,0,1,65,1,236,DNS
1722974168.624803,CKtsW33eLEWaTk15Bh,192.168.1.4,35959,192.168.1.1,53,0.0019128323,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,262,SF,True,0,1,73,1,290,DNS
1722974167.848744,C2I1Nh3CY3yPYGDv1k,192.168.1.4,50536,192.168.1.1,53,0.0019128323,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,262,SF,True,0,1,73,1,290,DNS
1722974174.646301,CCsBhCQNTAXaldDF8,192.168.1.4,35171,192.168.1.1,53,0.0019128323,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,262,SF,True,0,1,73,1,290,DNS
1722974174.780317,CbNwEy2k9zvzTINWT1,192.168.1.4,45223,192.168.1.1,53,0.0019128323,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,262,SF,True,0,1,73,1,290,DNS
1722974168.001916,CH2Bz83f823BEhtPH6,192.168.1.4,41173,192.168.1.1,53,0.0019128323,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,262,SF,True,0,1,73,1,290,DNS
1722974167.979684,C2SKUl4RLSchZyjQ98,192.168.1.4,53948,192.168.1.1,53,0.0019128323,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,45,262,SF,True,0,1,73,1,290,DNS
1722974168.318299,C1NAD63h7roFm9TmJ5,192.168.1.4,41695,192.168.1.1,53,0.0167720318,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,38,127,SF,True,0,1,66,1,155,DNS
1722974168.247397,ClMYAQ3twRHkIczv85,192.168.1.4,60732,192.168.1.1,53,0.058230161700000005,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,32,130,SF,True,0,1,60,1,158,DNS
1722974104.905176,CtzR7QlJFMM9BbIc2,192.168.1.4,44239,34.98.64.218,443,3.0709180832,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,3934,6241,SF,False,0,14,4326,14,6633,HTTPS
1722974168.326818,Ct2ujx4xbk8ptkplu2,192.168.1.4,34658,192.168.1.1,53,3.0709180832,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,3934,6241,SF,False,0,14,4326,14,6633,DNS
1722974202.361076,Ch7RWb2tCXvJ9Nx65a,192.168.1.4,45087,192.168.1.1,53,0.0116479397,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,91,SF,True,0,1,62,1,119,DNS
1722974179.162768,CH5PC8cgstsIcIxL9,192.168.1.4,54884,13.107.21.239,443,0.0116479397,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,91,SF,True,0,1,62,1,119,HTTPS
1722974168.957283,CkJuEYzWuIguCKitk,192.168.1.4,55063,192.168.1.1,53,0.0011968613000000001,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,44,108,SF,True,0,1,72,1,136,DNS
1722974167.941775,C8rtAP3q2LWv6TxzTa,192.168.1.4,59899,192.168.1.1,53,0.0595798492,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,31,485,SF,True,0,1,59,1,513,DNS
1722974203.434846,CwRq92WPjtzTzEVVd,192.168.1.4,33320,192.168.1.1,53,0.0595798492,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,31,485,SF,True,0,1,59,1,513,DNS
1722974203.442223,CcsLoQ1CRKMVONY1yk,192.168.1.4,32938,31.13.71.7,443,0.051138877900000004,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadFRfR,tcp,1793,2741,SF,False,0,10,2285,7,3113,HTTPS
1722974168.330615,CpOUDfJvg6wHKpurc,192.168.1.4,36478,104.17.245.203,443,10.8348209858,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadttFf,tcp,2479,81196,SF,False,0,58,5683,59,85663,HTTPS
1722974168.322382,Cf7Vct2QOsc6d7qydd,192.168.1.4,37997,192.168.1.1,53,10.8348209858,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadttFf,udp,2479,81196,SF,False,0,58,5683,59,85663,DNS
1722974202.125342,CIkaKK1Z9jYJ2Z5Bfg,192.168.1.4,40940,142.251.179.94,443,10.8348209858,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadttFf,udp,2479,81196,SF,False,0,58,5683,59,85663,HTTPS
1722974202.361484,CFjtDiWqq8ffBcuWb,192.168.1.4,45994,172.253.62.95,443,10.8348209858,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,ShADadttFf,udp,2479,81196,SF,False,0,58,5683,59,85663,HTTPS
1722974168.326818,Ct2ujx4xbk8ptkplu2,192.168.1.4,34658,192.168.1.1,53,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,DNS
1722974168.34849,CfrXvbjq0xEmgbNJ6,192.168.1.4,58421,192.168.1.1,53,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,DNS
1722974176.09192,ClZuq42maox0qgvRwi,192.168.1.4,52212,192.168.1.1,53,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,DNS
1722974168.099157,CxOFMS1b7Fz4sxB6h,192.168.1.4,58683,192.168.1.1,53,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,DNS
1722974175.373946,COCghF3uheYOYP2Z9,192.168.1.4,49205,192.168.1.1,53,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,DNS
1722974176.10719,Cj8P4P38Bx35UPWXed,192.168.1.4,36728,148.113.163.172,443,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,HTTPS
1722974202.343901,CLELcQfI55xw1pGk,192.168.1.4,40056,192.168.1.1,53,0.029165983200000002,True,70ee92470a7c3a9d,f0ee92470a7c3a9d,Dd,udp,34,231,SF,True,0,1,62,1,259,DNS
1722974104.875204,CfzXAE3iMWyCA1Gey8,192.168.1.4,50645,104.18.36.155,443,0.029165983200000002,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,IIiiiIhhhHHH,udp,34,231,SF,True,0,1,62,1,259,HTTPS
1722974202.105615,COshT44orYcPmz1lrh,192.168.1.4,56915,192.168.1.1,53,0.0046751499,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,35,92,SF,True,0,1,63,1,120,DNS
1722974202.33777,ClEy8G40havsZYlsKe,192.168.1.4,49084,192.168.1.1,53,0.0241189003,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,39,96,SF,True,0,1,67,1,124,DNS
1722974202.402532,CpY5Kx4rm0HmKFPsGk,192.168.1.4,32856,192.168.1.1,53,0.0241189003,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,39,96,SF,True,0,1,67,1,124,DNS
1722974174.699293,CPDG1B4DzrscW6AL01,192.168.1.4,48166,192.168.1.1,53,0.0241189003,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,39,96,SF,True,0,1,67,1,124,DNS
1722974202.333792,CLz0NdpONXwzVwtGj,192.168.1.4,50381,192.168.1.1,53,0.0027730465,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,40,330,SF,True,0,1,68,1,358,DNS
1722974174.72616,ChNcsL10jJjYdmihXl,192.168.1.4,53051,192.168.1.1,53,0.0019519329,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,45,113,SF,True,0,1,73,1,141,DNS
1722974174.646237,C4gNa64Ub2dPhEZ9Pj,192.168.1.4,45597,192.168.1.1,53,0.0313661098,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,35,252,SF,True,0,1,63,1,280,DNS
1722974174.810009,CDUwPIh21896wwE6i,192.168.1.4,40066,23.220.132.139,443,0.0313661098,True,e038724ce7d000a1,01f44d0a9d042e9114f5c90a94042fbdc732992e,Dd,udp,35,252,SF,True,0,1,63,1,280,HTTPS
